course_code,title,description,source
NEUR 2930C, Historical Foundations of the Neurosciences,"Two year sequence starting Fall 2010; students register for one year at a time. The first year (2010-2011) will examine the history of basic neuroscientific concepts from the late Greeks (Galen) to the later 19th century, up to Cajal (neuron doctrine) and Sherrington (reflexes and integration). Since the seminar meets only monthly, it must be taken in the Fall and Spring semesters to receive a semester's credit. For credit, a substantial paper (approximately 15 pages) is required at the end of the Spring semester. Primarily for graduate students in neuroscience, cognitive science, and psychology. Others may be admitted after discussion with the instructor. Auditors are welcome if they share in the rotating duty of presenting seminars. Sign-up sheet in Sidney Frank Hall, Room 315 beginning on the first day of registration.",Bulletin
NEUR 2930E, Bench to Bedside: Unraveling Diseases of the Nervous System,Enrollment restricted to graduate students.,Bulletin
NEUR 2930F," Disease, Mechanism, Therapy: Harnessing Basic Biology for Therapeutic Development","The recent surge in understanding the cellular and molecular basis of neurological disease has opened the way for highly targeted drug discovery and development. In this course we will use several case studies to illuminate how mechanistic insights are being translated into novel therapeutic approaches. Instructor permission required. Enrollment limited to 15 Graduate students. Sign-up sheet in Sidney Frank Hall, Room 315 beginning on the first day of registration.",Bulletin
NEUR 2940A, Advanced Molecular Neurobiology,No description available.,Bulletin
NEUR 2940G, Historical Foundations of the Neurosciences II,"Continuation of a two year sequence focusing on the conceptual foundations in the history of neuroscience, from the late nineteenth century to the present. Primarily for graduate students in neuroscience, cognitive science, and psychology, but senior undergraduates may be admitted with written permission from the instructor. Seminar meets monthly, and must be taken for the full year to receive one semester credit.",Bulletin
NEUR 2940H, Ethics and Skills Workshop,"The ethics and skills workshops will be lead by faculty trainers in the Neuroscience Graduate Program. We will cover the following or similar topics over a two year period: Plagiarism, scientific accuracy, data ownership, expectations of advisory committees and mentors, authorship disagreements, and conflicts among lab members. Enrollment restricted to graduate students.",Bulletin
NEUR 2940I, Neural Correlates of Consciousness,"Will consider the neuroscience of consciousness from a variety of perspectives, using examples from behavior, neurophysiology, neuroimaging and neurology. The course content will focus on primary literature, using review articles for background. Students will lead the discussions. Primarily for graduate students. Senior undergraduates neuroscience concentrators and others may be admitted after discussion with the instructor. Instructor permission required. S/NC",Bulletin
NEUR 2970, Preliminary Examination Preparation,For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.FallNEUR2970S0116717Arranged(A. Fleischmann)SprNEUR2970S0125285Arranged(A. Fleischmann),Bulletin
NEUR 2980, Graduate Independent Study,Section numbers vary by instructor. Please check Banner for the correct section number and CRN to use when registering for this course. S/NC,Bulletin
NEUR 2990, Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.FallNEUR2990S0116718Arranged(A. Fleischmann)SprNEUR2990S0125286Arranged(A. Fleischmann),Bulletin
EMBA 2000, Entrepreneurial Opportunities in Developing Regions,"This course utilizes team-based experiential learning methods for the further development of skills in business opportunity creation. It builds upon the courses on entrepreneurial management and ethnographic research methods to investigate a business opportunity that participant teams create within, or stemming from, a developing region. The course leverages field work in a specific complex developing regional economy that serves as a proxy for such developing regions more broadly. Upon completion of the course, participants should be able to develop business opportunities in complex, developing regions and have a greater appreciation of the potential and challenges these regions represent.",Bulletin
EMBA 2100, Ethnographic Research Methods,"This course develops basic skills in learning to use ethnographic research methods, the hallmark of anthropology and a crucial methodology for analyzing why people behave the way they do. Concentration is on the two key elements of ethnographic methodology: participant observation and interview techniques. Students apply these techniques in assigned course project work.FallEMBA2100S0110018Arranged'To Be Arranged'",Bulletin
EMBA 2110, Society & Culture in the Age of Global Contradictions,"In the past five decades, the flows of commodities, ideas, people, norms and resources across international borders have accelerated exponentially. Driving these dynamics are not only market forces, but also social networks, cultural diffusions, environmental events and institutional transformations. The implications of globalization and its antagonists become particularly acute when we consider challenges that transcend borders, such as COVID-19 and climate change, interacting simultaneously with the effects of increasing challenges of nationalism, isolationism and extremism. What are we to make of these contradictions? This course draws on analytical tools from the social sciences to make sense of the rapidly changing nature of global society that can help you unpack and analyze the complex interactions that drive globalization and the resulting societal transformations.FallEMBA2110S0110014Arranged'To Be Arranged'",Bulletin
EMBA 2210, Shared History of Slavery & Capitalism,"Over five meetings, we’ll study specific aspects of the history of the Atlantic slave trade and the plantation regimes of the Americas. At the same time, we will explore key principles of historical reasoning and argumentation: the reliance upon evidence to support interpretation; the appreciation of contingency and the specificity of time and place; skepticism towards claims of the universality of experience and the inevitability of outcomes. Finally, in seeking to unravel the paradoxical relationship of free markets to unfree people, we will bring historical perspective to questions about commodities and liberties that remain urgent in the current global economy.",Bulletin
EMBA 2220, The Political Economy of Development,"The goal of this unit is to introduce executives in the MBA Program to the politics economic & social development, with a focus on both long-run historical determinants of development and the more recent effects of globalization and neoliberal reforms on economic growth and inequality. To put these issues in context, the unit addresses debates about development in Latin America and Sub-Saharan Africa.",Bulletin
EMBA 2230," The Imprint of Time, Space, and Place on our Bodies: Understanding Health Disparities","Health is a fundamental human right regardless of where one is born or the social conditions one is born into. Disparities remain for the most vulnerable populations & communities, even with developed low-cost, evidence-based strategies. This course interrogates health disparity conundrums; explore social determinants of health through experiential learning; highlight pathologies of power driven by historical, political, and economic forces through discussion and debate, and using case-based learning; examine opportunities for achieving health equity, guided by social justice approach and utilizing a capabilities paradigm; define ethical challenges in tackling health disparities due to power differentials across countries, communities, populations.",Bulletin
EMBA 2300," History, Culture, and Politics in South Africa (change from Globalization and the Arts)","We will begin with colonialism and address the way twentieth century South African history inflected colonialism in unique ways, from the Boer War to the Apartheid State. Then on the monumental project of changing a nation state from racist authoritarianism to democratic citizenship across a diverse and highly unequal population in terms of access to resources (an inequality burdening South Africa to this day). If one asks what the humanities might contribute to understanding and explanation in this regard, it is the demand to read such history in an interdisciplinary, synergizing way, ranging across law, politics, art, architecture and culture.",Bulletin
EMBA 2310, Climate Solutions at the Intersection of Business and Society,"This course is designed to introduce you to the most recent science of climate change and its impacts in the coming decades, allowing us to see mitigation of climate change and adaptation to its impacts not only as moral imperatives but also as an opportunity for commercial actors in the coming years and decades. The course discusses the scientific foundation for a goal of net zero greenhouse gas emissions, and then explores how that is operationalized in businesses, in investing, and by governments. The final deliverable asks you to explore emissions reductions or adaptation strategies in your own company.",Bulletin
EMBA 2400, Global Markets,"This course investigates the institutions and regulations governing our global economy. Recent events have shown that traditional national regulations (or lack thereof) are no longer adequate yet international accords over aid, trade, labor standards and a host of other issues are fiercely and frequently contested by competing interests. The results of these debates, and the resulting economic systems and policies will determine winners and losers in the new global economy. Understanding the interaction between this political-economic-regulatory environment and individual firms and industries is key to determining both the possibilities for and constraints on global business in today's fast changing economy.FallEMBA2400S0110016Arranged'To Be Arranged'",Bulletin
EMBA 2420," Game Theory, Risk and Strategy","This course provides a strategic understanding of how economic principles shape business decision- making in an increasingly complex and competitive world. It focuses on equipping executives with the tools to think critically about decision processes, manage risk, and optimize strategies. Participants will learn how models can simplify complex problems and guide strategic choices, how to navigate competitive environments using game theory, and how to make more informed decisions in the face of uncertainty. The course also addresses key challenges like managing incentives, addressing information gaps between parties, and understanding how behavioral biases impact both consumer choices and organizational strategies. By discussing fundamental concepts of Microeconomics, the course aims to enhance participants’ ability to make smarter, more economically sound decisions that drive business success.FallEMBA2420S0110017Arranged'To Be Arranged'",Bulletin
EMBA 2450," The Global Economy: Past, Present, and Future","We consider not only the growth of income per capita, but also other measures of well-being. Delving into the roots of growth entails understanding investment in skills and the institutional environment in which firms and workers operate. We will focus on the question of whether the “Western” model is the best choice of institutional and economic structure. We then turn to explicitly examine the process of technological progress and a discussion of income inequality. We will then discuss how globalization affects growth and inequality. We then examine how the role of the state may or may not change in coming decades in response to ongoing economic disruption. Finally, we examine two issues that will have enormous implications for economic, social, and political developments: first, the phenomenon of persistent sub-replacement fertility, and second, climate change.",Bulletin
EMBA 2520, Public Speak Your Mind and Your Heart,"What you say, how you say it, and how you make it relevant to the audience, can turn an idea into a power horse. And many ideas are dumped daily because their originators do not present them in a dynamic and convincing way. Presentation skills rank among the most practical for financial managers: nothing will give you a more immediate competitive edge than the ability to communicate orally in a fluent and confident manner.",Bulletin
EMBA 2530, Key Reflection Project,"The Key Reflection Project (KRP) is a culminating academic project where students integrate and apply the knowledge acquired during the program to examine an idea or solve a challenging problem that is within their area of influence or personal interest. The project must mirror the spirit and learning objectives of the program, which are based on the awareness of social complexities and critical analysis of business issues. The pedagogical objective is for students to practice the application of the multidisciplinary learnings of the IE Brown program to real and complex problems that they face in their own workplaces.",Bulletin
EMBA 2540, Global Trends Seminar Series,"This seminar aims to foster awareness and discussion on trending issues that have an impact on managerial work. The Series will concentrate on two highly imbricated fields: Global Leadership Awareness and Technology Trends. Students will be exposed to insights and discussion from speakers that will share their ideas about the state of the art of geopolitics, emerging AI developments and social implications of the integration of technology in the world of work. The seminars will take place either during the residential periods in Madrid and Providence or via webinars during the online periods.",Bulletin
EMBA 2550, Thinking About Thinking About Management,"The complexity involved in corporations nowadays is daunting, as issues related to globalization are adding to the classic issues of corporate and competitive strategy. This course has two main objectives. First, it provides an organizational theory perspective and thereby complements the previous courses of strategy and management. Second, it seeks to develop your critical thinking through specific reading of the material assigned and continuous connections with practical examples.FallEMBA2550S0110021Arranged'To Be Arranged'",Bulletin
EMBA 2600, Financial Accounting,This course will emphasize the understanding of how financial statements are created and how accounting decisions affect these statements. The course will teach the theory emphasizing the use of accounting as a tool for decision-making and problem solving. The objective of the course is not to memorize accounting rules and perform “bookkeeping” activities. However students will have to practice some bookkeeping in order to understand deeper issues that goe beyond it. Students will also learn the problems associated with accounting subjectivity and flexibility while evaluating the appropriateness of accounting policies and estimates.,Bulletin
EMBA 2610, Financial Management,"This course focuses on the fundamentals of corporate finance. The objective of corporate financial theory is to maximize the value of the business. In this context financial decisions can be broken down in two basic decisions (1) how much to invest and what assets to invest in, and (2) how to raise the necessary cash. This course provides a framework to answer the first question: how the firm should make the investment, or capital budgeting decision, in order to increase shareholder value.",Bulletin
EMBA 2620, Cost Control,"Students, as future managers, will utilize the output of cost systems (the primary internal information systems in a firm). Students will gain an understanding of cost accounting systems, including a familiarization with: the goals of cost accounting systems; the fundamental features and design of cost accounting systems; and the various uses of the data provided by cost accounting decisions. A sound understanding of these issues is necessary to interpret cost accounting system outputs; to transform them from data to information and knowledge. Without this understanding, cost accounting data is often mis-interpreted and/or mis-applied leading to erroneous decision making.FallEMBA2620S0110015Arranged'To Be Arranged'",Bulletin
EMBA 2700, Managerial Economics,"This course will attempt to provide students with a framework to understand the main economic variables that affect business activity and country risk. It will begin with a brief look at the microeconomy and the basic concepts underlying supply and demand and market structure. It will then focus on the macroeconomy, the main economic indicators such as GDP, inflation and unemployment and the business cycle, and evaluate how changes in these indicators affect business prospects. It will outline the operation of fiscal and monetary policy and how and why policy decisions are made, to give students the tools to anticipate key policy decisions. Finally, it will look at international trade, exchange rates and the processes of economic integration to determine their costs and benefits and their impact on the business environment. Students will learn to apply these tools to actual country data.",Bulletin
EMBA 2810, Managing Communities of Work,"The objectives of this course are to enable participants to: discuss the psychological, social and strategic contexts in which HR processes and principles operate; describe and appraise the social and strategic benefits of “general management” expending time and resources on “employee issues”; analyze and critique people-based processes relying on their psychological, social and strategically oriented business merits; assess the relevance of HR policies the impact on business outcomes as a function of factors such as the market, the industry or the culture of the organization; and, reflect upon emerging people topics in today’s organizations, which impact the managerial profession.",Bulletin
EMBA 2820, Marketing Management,"This course is designed to provide students with a deep understanding of the fundamental principles of marketing and marketing strategy making. The focus will be on getting to know the basic techniques of defining and segmenting a target market for goods or services, building a brand with a meaningful positioning, and then integrating product, price, promotion and distribution to offer a superior marketing mix leading to a long-term competitive advantage. Finally, students will be given an insight into consumer behavior and brand management, as well as understanding the role played by different marketing tools such as marketing research.",Bulletin
EMBA 2830, Operations & Supply Chain Management,"This course provides an introduction to the basic aspects of the operation of the firm by presenting an integrated vision of those concepts and techniques and an understanding of the new role of operations and supply chain management in the overall strategy of the firm. The course structure initially addresses issues related to operations strategy, followed by a focus on systems and supply chain management. The course closes with a consideration of operations in practice.",Bulletin
EMBA 2840, Competitive & Corporate Strategy,"This introductory course to the area of strategic management aims to provide students with a thorough understanding of the internal and external factors that shape a firm’s ability to create value. Students will be familiarized with tools to analyze industries, firm resources and competitive interactions, both on the individual business and the corporate level. Perhaps most importantly, the courses strive to instil a strategic mindset that will enable students to go beyond a simple application of tools to derive a deep understanding of firm competitive behavior in order to enhance their own firm’s performance in any given situation.",Bulletin
EMBA 2850, Digital Technology & Business Strategy,"In this course, students will learn what it means to be an information-based organization, and how digital technologies-enabled processes to create and capture value for organizations. They will learn where digital is going, where it fits into organizations, and how to govern it. Through case studies, research reports, hands-on exercises, and interactive discussions, participants will learn to: • Align digital technologies with organizations’ business goals, and communicate those goals • Set business and technology priorities based on those goals • Apply concepts, tools and techniques to design appropriate digital business models • Analyze innovation initiatives in the digital space • Evaluate digital transformation strategies of a business",Bulletin
EMBA 2860, Strategy at the Intersection of Business & Society,"This course builds on the principles of strategic management to build an understanding of the impact of society on firm strategy and to learn to shape, accordingly, superior business strategies. The course addresses: stakeholder strategy (creating shared value); issue management (how social movements impact firm strategy); links between social performance and financial performance; communicating corporate strategy in line with social expectations in a social media era; and staying competitive in a global and digital era.FallEMBA2860S0110011Arranged'To Be Arranged'",Bulletin
EMBA 2900, Entrepreneurial Management for Executives,"This course provides a forum for the in-depth examination of mindsets, methods, and managerial activities that follow the entrepreneurial process from opportunity recognition to growing new ventures, whether as startups or within existing businesses. In particular the course will examine the role of finding a fit between one’s passions, skills and markets in the pursuit of opportunities and facilitate an understanding of the stages in the entrepreneurial process: opportunity recognition, customer discovery and market validation, solution validation and crafting of the business model.FallEMBA2900S0110012Arranged'To Be Arranged'",Bulletin
EMBA 2910, Empower Your Negotiation,"This course is a high impact 5-sessions program to effectively improve your negotiation skills and knowledge by combining rigorous theoretical instruction and real practical exercises. Away from the magic recipes of a normative approach, the program has been designed to enhance participants to exercise the “art of negotiation” as an effective tool that they will be able to use throughout their professional careers and personal lives, within the current framework of our diverse and multicultural societies. This program will use relevant practical cases and by discussing these cases with the instructors during a process of five differentiated steps, one per session of the course.FallEMBA2910S0110020Arranged'To Be Arranged'",Bulletin
EMBA 2930," Leading People, Teams and Organizations","This course focuses on advancing students' understanding of how to lead and manage with the aim of increasing personal and organizational effectiveness. It is designed to address several fundamental aspects of managing and leading people. These include understanding and influencing group behavior and performance, working with and managing people on a one-on-one basis, and leading, motivating and aligning people behind a common vision or direction. This course places a particular emphasis on increasing students' self-awareness as leaders and their ability to address the challenges of leading change in organizations.",Bulletin
EMBA 2960, Data for Good,"Students learn about the modern practice of data analytics, beginning with the principles undergirding data science as it is used in for-profit enterprises. We explore hypothesis-driven problem-solving, the wide range of data sources including “alternative data,” and techniques for aggregating and analyzing data. This body of data and knowledge constitutes the supply side of the problem. We next look at the demand side: the range of social concerns that can be addressed using data analytics, such as public health, poverty, and housing.",Bulletin
EMBA 2970, Inclusive Organizational Leadership and Development,"Through an interdisciplinary lens, we will examine the following: How do we experience and understand diversity and difference? How has the field of DEI changed over time and specifically since 2020? How do principles of equity and inclusion shape systems that affect individuals, families, communities, and society? How can leaders effectively use data to inform DEI decisions and drive greater business results? IE Brown students will explore the contours of difference and the dynamics of diversity, privilege, and oppression in international contexts. Building on standard models of multicultural competence that emphasize knowledge, awareness, and skills, they will be introduced to cultural humility, culturally specific approaches to practice, and frameworks for driving systemic programs through equity and empowerment. The goal is to promote DEI enablement and values-based approaches for advancing DEI within organizations.FallEMBA2970S0110019Arranged'To Be Arranged'",Bulletin
EMBA 2980, Technology & Innovation: A Global Perspective,"This course aims to help participants to develop a deep understanding of innovation and technology as a globan fenomenon. The course will emphasize the global nature of innovation and technology exploring how different approaches to innovation emerge as response to different competitive, social, technological and economic environments. This understanding of innovation as a global phenomenon will be used as a tool to gain a better appreciation of some of the current technology battles, their evolution and more likely outcome.",Bulletin
EMBA 2990, Ethical Leadership,"The purpose of this course is to explore ethical issues that leaders confront in a rational, practical, and responsible way to enable you to address them effectively when you confront them in your lives. This course works to close the gap between the personal moral choices of an individual and the business challenges presented by organizational life. This course will raise your awareness surrounding selected ethical systems, explore ethical challenges leaders face, create an awareness of the implications of decisions, and provide you with a system to guide your own and others’ ethical choices.FallEMBA2990S0110013Arranged'To Be Arranged'",Bulletin
AFRI 0001, From Octavia Butler to N,"K Jemisin, Black Feminist and Queer Theories in Science-Fiction and Fantasy.Through the analytical lenses offered by Black feminist and queer theories, this course engages works of Black speculative fiction as modes of theorizing questions of race, gender, sexuality, class, environmental justice, interpersonal politics and more. Through course readings, seminar discussions, and creative writing projects, students will critically analyze works of speculative fiction written by Black authors and broaden their knowledge of Black speculative literature, with a particular focus on science fiction and fantasy.",Bulletin
AFRI 0005, Resistance in Black Popular Culture,"This course examines the terrain of black popular culture and its enduring yet shifting relationship to forms of social and political resistance employed by African-Americans in the US. This course offers a deep dive into two complex, related questions central to the field of Black Cultural Studies: 1) what is ""black popular culture"" and what can we learn by studying it in a social context? 2) How do black popular cultural forms both reproduce the status quo as well as enable black people to resist the status quo? In this course, we will engage with major texts and key theoretical concepts from Black Cultural Studies to help us analyze black popular cultural works via in-class listening and viewing of popular media to consider both the normative and resistive dimensions of black popular culture in a social context.SprAFRI0005S0127136TTh9:00-10:20(05)'To Be Arranged'",Bulletin
AFRI 0005A, Resistance in Black Popular Culture,"This course examines the terrain of black popular culture and its enduring yet shifting relationship to forms of social and political resistance employed by African-Americans in the US. This course offers a deep dive into two complex, related questions central to the field of Black Cultural Studies: 1) what is ""black popular culture"" and what can we learn by studying it in a social context? 2) How do black popular cultural forms both reproduce the status quo as well as enable black people to resist the status quo? In this course, we will engage with major texts and key theoretical concepts from Black Cultural Studies to help us analyze black popular cultural works via in-class listening and viewing of popular media to consider both the normative and resistive dimensions of black popular culture in a social context.",Bulletin
AFRI 0090, An Introduction to Africana Studies,"This course introduces students to the vibrant and contested field of Africana Studies by critically exploring and analyzing the links and disjunctures in the cultural, political, and intellectual practices and experiences of people of African descent throughout the African diaspora. Beginning with a critical overview of the history, theoretical orientations, and multiple methodological strategies of the discipline, the course is divided into three thematic units that examine intellectuals, politics, and movements; identity construction and formation; and literary, cultural, and aesthetic theories and practices in the African diaspora.FallAFRI0090S0218314TTh1:00-2:20(06)(F. Hamlin)",Bulletin
AFRI 0101, White Supremacy,"This class focuses on the long history and present circumstance of white supremacy, on its unchanging character and regular reinvention. Drawing together decades of scholarly work, the class envisions white supremacy as a structure, an ideology, a culture, and a psychology - and as the keystone of historical experiences we now often see as distinct: genocide, apartheid, nativism, segregation, settler colonialism, racialized policing, and personal prejudice. At the close of the semester, students should have a solid historical understanding of white supremacy and a strong sense of how these disparate experiences are linked.",Bulletin
AFRI 0110B, The Last Professors,"Addresses the profound effects of contemporary economic, political, and social changes on the role and function of the university in the 21st century. A primary concern of the seminar is to critically analyze how and in what ways the transformations in the broader society challengs, constrain, and, at times, frustrate critical intellectual activity. The seminar will draw on a broad and diverse set of readings ranging from classic statements by Cardinal Newman and W.E.B. DuBois to contemporary critical analyses by Henry Giroux and Adolph Reed, Jr. Enrollment limited to 19 first year students.",Bulletin
AFRI 0110C, Autobiography of the Civil Rights Movement,"Most of the rich written history of the civil rights movement originates from first-hand accounts documented in oral histories and autobiographies. This interdisciplinary course plots the milestones of the civil rights movement through the lens of several autobiographies. The aim is to critique autobiography as a historical document as well as use it to tell the stories of the civil rights movement. We will compare and contrast different texts, analyze content and map a history of the era. Students will work with a writing fellow to develop one critical paper and one autobiographical paper. Enrollment limited to 19 first year students.",Bulletin
AFRI 0120, Philosophy of Race and Gender,"Prejudice of many kinds, such as racism and sexism is so embedded in our modern social institutions, and so traditional and pervasive that we often fail to notice it. Furthermore, race and gender have been used repeatedly to explain differences. This course is a rigorous examination of the philosophical meanings of race and gender, from a variety of historical, anthropological and feminists perspectives.",Bulletin
AFRI 0130, This is America: Reimagining the American Saga,"History offers us a framework to appraise the forces and conditions that have formed people’s shared experiences. Because of this, the histories we tell are often explanatory. They delineate how we arrived at this moment and tell us which people and what events were most consequential. But what happens when the people who look like you are not part of the story? Or if their inclusion amounts to cameos in support of a larger narrative that ultimately minimizes or ignores their contributions? This course reimagines American history by placing in the foreground the people and events often marginalized or forgotten in traditional appraisals of the past. Through a review of historical sources, literature, oral histories, and evidence found in popular culture, this class offers a more inclusive retelling of the American saga.",Bulletin
AFRI 0140, First Lady of the Struggle: Mary McLeod Bethune and Global Black Freedom,"This course will focus on the life and legacy of Mary McLeod Bethune through an examination of her activism in the areas of education, politics, women's rights issues, civil rights issues, and world affairs. Throughout the course of her 79 years, she rose from humble beginnings in South Carolina, the daughter of formerly enslaved parents, to work with presidents and world leaders. She was born during the period of Reconstruction, and passed away the same year as the ruling of Brown vs. Board of Education was made, which will allow for a study of her participation in laying the foundation for the Modern Civil Rights Movement. Students will also gain experiential learning by visiting historic sites which preserve the legacy of Bethune, including the Mary McLeod Bethune Council House-National Historic Site and the Carter G. Woodson Home-National Historic Site.",Bulletin
AFRI 0160, Twentieth-Century Africa,"Twentieth Century Africa delves into the complex and problematic narratives surrounding Sub-Saharan Africa, examining how the continent has been historically misrepresented, misunderstood, and ""mistaken"" in various contexts. We critically analyze the notion of ""Mistaking Africa"" focusing on deconstructing stereotypes, challenging misconceptions, and promoting a more nuanced understanding of Sub-Saharan Africa's diverse cultures, histories, and contemporary realities. Students will read literature, analyze popular culture, and examine primary sources to study European imperialism and racism; colonial systems of forced labor and wage labor; African resistance and collaboration; the Christianizing and westernizing effects of colonial education; the transformation of gender, class, and ethnic identities, and African nations’ struggle for political autonomy.",Bulletin
AFRI 0170, Afro-American History and Society Before 1800,"Focuses on the history of Africans and persons of African decent in the part of North America that now constitutes the U.S. Centers on the 18th century, but gives some attention to the 17th and 19th centuries as well. Most of the readings are devoted to the English colonies, but some concern themselves with Dutch, French, and Spanish settlements.",Bulletin
AFRI 0190, Caribbean History and Society Before 1800,"Examines some of the themes important in the multiracial societies of the Caribbean from the 17th through the early years of the 19th century. Explores Creole societies, plantation economies, ethnicity, maroon societies, class and racial divisions, acculturation, syncretic religions, and patterns of slave resistance. Danish, Dutch, English, French, and Spanish settlements are studied.",Bulletin
AFRI 0200, Modern Caribbean History and Society,"This course will critically examine five themes in modern Caribbean history and society: What is the Caribbean? Nationalism, religion, economic development, and popular culture. These themes will be discussed with reference to the different geographical, racial, cultural and political spaces, which comprise the Caribbean.",Bulletin
AFRI 0205, Race and Labor: Black Workers and the Transnational Labor Movement,"This is a discussion-based, seminar-style class on the relationship between race and labor globally from the age of emancipation through the Civil Rights Movement. While this course will focus on the labor struggles of Black American workers and activists, we will also examine movements from throughout the African Diaspora in order to incorporate a Diasporic, comparative lens. Beginning with an interrogation of race and labor history within fields of historical study, the course will move along chronological and thematic axes to investigate the changes in wage labor structure, the nature of plantation economies, agricultural and industrial production, domestic and service work. It centers the experiences of Black workers through a critical Black feminist lens that centers the role of Black women’s knowledge production in the construction of modern labor movements.",Bulletin
AFRI 0210, Afro Latin Americans and Blackness in the Americas,This course focuses on the position of Blacks in the national histories and societies of Latin America from slavery to the present-day. Emphasis is on a multidisciplinary engagement with issues and the exposure of students to the critical discussion of national images and realities about blackness and Africa-descended institutions and practices. The role of racial issues in national and transnational encounters and the consequences of migration of people and ideas within the hemisphere are explored.,Bulletin
AFRI 0220, From Emancipation to Obama: Journeys in African American History,"This course explores African American History through the lens of black freedom struggles. The struggles take all forms, between black and white from local to national levels, within and between black communities, and between men and women. This course assumes some familiarity with basic U.S. History and will utilize a variety of primary sources from autobiographical material to visual art and music as well as the usual monographs and articles. Aside from reading, students will be required to work with a writing fellow on 2 papers. There are also 2 exams.",Bulletin
AFRI 0280," Race, Slavery, Modernity and Knowledge","This course will review some of the central texts that constitute the different meanings of modernity and discuss how these texts became part of our framework for thinking about modernity, the human self and its different representations. The course will also engage texts that make attempts to complicate the meanings of modernity through a set of engagements with the issues of slavery, colonialism and race. Some key words in the course are: modernity, knowledge production, double-consciousness, social construction of race, racial slavery, coloniality.",Bulletin
AFRI 0300, Performing Ethnography and the Politics of Culture,"This course introduces students to the practice of fieldwork observation (ethnography) as a research method to investigate how culture is enacted and communities are formed and sustained. Regular opportunities to observe and participate in Black cultural events and institutions in and around Providence. Opportunities to sample local cuisines and to visit community gardens, religious institutions, and other cultural sites will develop students' capacity to conduct research. These experiences, combined with the course readings and other assignments, will teach students how to analyze and disseminate their findings in writing and through a final creative project.FallAFRI0300S0118328M3:00-5:30(03)(L. Biggs)",Bulletin
AFRI 0370, African American Novels of the 1970s,"Literary historians generally agree that in the 1970s, in the U.S., there was a significant increase in the publication of diverse forms of African American literature. The 1970s is also often described by scholars as a decade in which there was a renaissance of African American women’s writing as well as the publication of several experimental African American literary works. In this seminar, we will study this lively period in African American literary history primarily through novels, some of them recently republished or adapted into other forms. What idea of African American literature do we get when we read novels from this era? What questions were asked in 1970s African American novels that we continue to ask now? Novels we will likely read include detective fiction, diaristic fiction, satirical fiction, a love story, and historical fiction.SprAFRI0370S0126343M3:00-5:30(13)(M. Ajibade)",Bulletin
AFRI 0400, Badmen and Blues Women Explorations in African American Culture,"This course is designed to demonstrate to students the importance of Black interiority and the interpersonal in the struggle for Black liberation in America. It will offer students an opportunity to familiarize themselves with a variety of texts from across the Black radical tradition. What makes this course unique, however, is the parts of these texts that will be emphasized. Where others might prioritize politics and public spectacle, this course will direct students towards the personal – love lives, childhoods, personal awakenings, etc. – to show how these parts of the Black lived experience informs the development of politics and consciousness.",Bulletin
AFRI 0410, After the Uprisings: Abolition and Black Studies,"This small, discussion-based seminar will examine the concept of “abolition” and its relationship to Black Studies. In the aftermath of the uprisings of 2020, abolition has become part of popular discourse in ways hardly imagined by some of its theorists and practitioners. The framework is most often aimed at carceral structures such as police, prisons, and surveillance, yet some interpretations of abolition take aim at the state, borders, and even the world. This seminar will explore the varied discourses of abolition and invite students to wrestle with the theoretical and practical difficulties the framework is confronted with, such as questions of law, politics, gender, and temporality. A key site of inquiry will be the methods of struggle proposed to get from the present to the anticipated abolitionist future. What “pathways to abolition” are prioritized, while others fall off the table?FallAFRI0410S0219741T4:00-6:30(07)(J. Lang)",Bulletin
AFRI 0411," Reading Revolt: Blackness, Politics, and Morality","This discussion-based seminar considers the critical question of Black revolt and its relationship to politics and morality. From the slave revolts of the 1800s century to the Black revolutionary movements of the 1960s, we will cover recurrent themes related to Black revolt through an interdisciplinary array of historical and literary sources, as well as scholarly texts. Discussions will focus on the various contributions of Black thinkers and actors who have faced the issue of revolt, and how they confront around ideas surrounding sovereignty, violence, and politics. Critically we will consider the question: What is at stake in Black revolt? Throughout the course we think comparatively across multiple contexts (enslavement, colonization, systematic oppression) to consider how the relationship between Blackness and revolt emerges, shifts, and what it means for our foundational concepts of Western order such as politics, morality, and rationality.SprAFRI0411S0127488T4:00-6:30(16)(M. Thompson)",Bulletin
AFRI 0420," Cannabis Legalization: Race, Education, and Policing","This course investigates issues related to policing, race, education and the legalization of cannabis. It examines Silicon Valley’s innovations, foreign and domestic venture capital funding, and the “Big Cannabis” industry. We also explore race-related disparities in policies related to the selling and policing of cannabis, and the economic impact cannabis legalization has had on funding for public education and public schools. We will also explore various community and policy strategies to address race-based arrest and incarceration rates pre-legalization, race and gender-based differences in licensing programs for cannabis entrepreneurs, and the health impacts of cannabis processing plant placements which tend to be heavily clustered in poor, urban communities of color. We will invite local elected officials, nonprofit groups working on the topics, dispensary founders from the local area, and hopefully, cannabis funders and entrepreneurs to provide us with first-hand perspectives.FallAFRI0420S0118434MWF9:00-9:50(09)(N. Rooks)",Bulletin
